8.454757690042922527e-312,5.000000000000000000e-01,6.015625000000000000e-01,7.031250000000000000e-01,8.046875000000000000e-01,9.062500000000000000e-01,1.007812500000000000e+00,1.109375000000000000e+00,1.210937500000000000e+00,1.312500000000000000e+00,1.414062500000000000e+00,1.515625000000000000e+00,1.617187500000000000e+00,1.718750000000000000e+00,1.820312500000000000e+00,1.921875000000000000e+00,2.023437500000000000e+00,2.125000000000000000e+00,2.226562500000000000e+00,2.328125000000000000e+00,2.429687500000000000e+00,2.531250000000000000e+00,2.632812500000000000e+00,2.734375000000000000e+00,2.835937500000000000e+00,2.937500000000000000e+00,3.039062500000000000e+00,3.140625000000000000e+00,3.242187500000000000e+00,3.343750000000000000e+00,3.445312500000000000e+00,3.546875000000000000e+00,3.648437500000000000e+00,3.750000000000000000e+00,3.851562500000000000e+00,3.953125000000000000e+00,4.054687500000000000e+00,4.156250000000000000e+00,4.257812500000000000e+00,4.359375000000000000e+00,4.460937500000000000e+00,4.562500000000000000e+00,4.664062500000000000e+00,4.765625000000000000e+00,4.867187500000000000e+00,4.968750000000000000e+00,5.070312500000000000e+00,5.171875000000000000e+00,5.273437500000000000e+00,5.375000000000000000e+00,5.476562500000000000e+00,5.578125000000000000e+00,5.679687500000000000e+00,5.781250000000000000e+00,5.882812500000000000e+00,5.984375000000000000e+00,6.085937500000000000e+00,6.187500000000000000e+00,6.289062500000000000e+00,6.390625000000000000e+00,6.492187500000000000e+00,6.593750000000000000e+00,6.695312500000000000e+00,6.796875000000000000e+00,6.898437500000000000e+00,7.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.448275862068965903e-03,2.605260658623939976e-03,3.767589880007859125e-03,5.141421351918301977e-03,6.725335486902040208e-03,8.517701519578481720e-03,1.051668168344270862e-02,1.272023589082587648e-02,1.512612684099101136e-02,1.773192570856955280e-02,2.053501805964148136e-02,2.353261039104879299e-02,2.672173704892156360e-02,3.009926699095839125e-02,3.366191168534076600e-02,3.740623255182878859e-02,4.132864905181034276e-02,4.542544737502184765e-02,4.969278754362273925e-02,5.412671333554357200e-02,5.872316009553633226e-02,6.347796388298682091e-02,6.838686969322822773e-02,7.344554048435843197e-02,7.864956801245161222e-02,8.399447729361914083e-02,8.947573739893907585e-02,9.508876133876364989e-02,1.008289621364988203e-01,1.066916735210518413e-01,1.126722245321735288e-01,1.187659251494841556e-01,1.249680995912608311e-01,1.312740504904676142e-01,1.376791257825911441e-01,1.441785924918000950e-01,1.507678671084492772e-01,1.574423113851745881e-01,1.641973428268070634e-01,1.710284183108938538e-01,1.779310398304784768e-01,1.849007463408880170e-01,1.919331989717618370e-01,1.990240656550351650e-01,2.061690000776601195e-01,2.133638180825433994e-01,2.206044458826044163e-01,2.278868338452234021e-01,2.352070019981500337e-01,2.425610161957279520e-01,2.499451429289630267e-01,2.573556284022380791e-01,2.647888847023076586e-01,2.722412649822346098e-01,2.797093807596200965e-01,2.871899490320783954e-01,2.946795469691823599e-01,3.021751940852131502e-01,3.096736227688717813e-01,3.171719775672354746e-01,3.246673377198947552e-01,3.321569242086930829e-01,3.396379398256170745e-01,3.471079773505299504e-01,3.545643858519144098e-01,3.620048061462735611e-01
6.896551724137931806e-03,5.210580430011205709e-03,7.535263443592689001e-03,1.028295406116616455e-02,1.345081240590203370e-02,1.703557626393684826e-02,2.103356927791606365e-02,2.544071052068563876e-02,3.025252461452113129e-02,3.546415309321504505e-02,4.107036647371498789e-02,4.706557714471466120e-02,5.344385295417862503e-02,6.019893165264572632e-02,6.732423568224452093e-02,7.481288788098551523e-02,8.265772772086156517e-02,9.085132678556581687e-02,9.938600592368568298e-02,1.082538540518107190e-01,1.174467413485445616e-01,1.269563425381876887e-01,1.367741473292810317e-01,1.468914869678909774e-01,1.572995410423598250e-01,1.679893652933003856e-01,1.789518991549437776e-01,1.901779941700807164e-01,2.016584170992467839e-01,2.133838824407988943e-01,2.253450512986088228e-01,2.375325592229248495e-01,2.499370499489392272e-01,2.625491119754717606e-01,2.753594116925650037e-01,2.883586133499216886e-01,3.015374305825871959e-01,3.148866343630716824e-01,3.283970633245636983e-01,3.420596369575117923e-01,3.558653640673207774e-01,3.698053562668316419e-01,3.838708360514783702e-01,3.980531471329905591e-01,4.123437596466658084e-01,4.267342813260775469e-01,4.412164824209507397e-01,4.557822469475283911e-01,4.704236451359332660e-01,4.851329006921896170e-01,4.999024067342145439e-01,5.147247273797759259e-01,5.295926033873320504e-01,5.444989561643491793e-01,5.594368839203560650e-01,5.743996750054275457e-01,5.893808033513715516e-01,6.043739279746312976e-01,6.193729035633922519e-01,6.343717576034539896e-01,6.493647250276595173e-01,6.643462231957203423e-01,6.793108570461188211e-01,6.942534263135463624e-01,7.091688176214224759e-01,7.240525772659089920e-01
1.034482758620689814e-02,7.816018419552546448e-03,1.130310438962580863e-02,1.542470946581610443e-02,2.017657220590805128e-02,2.555379741010428696e-02,3.155086871246445823e-02,3.816166263099186190e-02,4.537946425397048483e-02,5.319698366955167429e-02,6.160637557598543090e-02,7.059925620949647485e-02,8.016672648651994304e-02,9.029939158391597775e-02,1.009873846577884343e-01,1.122203895793080636e-01,1.239876651629085169e-01,1.362780694903549805e-01,1.490800859330967953e-01,1.623818477766044155e-01,1.761711647841534834e-01,1.904355492120867188e-01,2.051622425196455712e-01,2.203382354717456637e-01,2.359503008612089114e-01,2.519850722441759894e-01,2.684289114716223446e-01,2.852681245036723934e-01,3.024888354469836282e-01,3.200771818555908088e-01,3.380191191956483654e-01,3.563006469566518675e-01,3.749076851293363655e-01,3.938261794605582566e-01,4.130421083720965947e-01,4.325414794822495246e-01,4.523103639006936794e-01,4.723349815333831025e-01,4.926015510822795984e-01,5.130964668077853119e-01,5.338062580830792436e-01,5.547175997513553725e-01,5.758173404452703315e-01,5.970924994669057906e-01,6.185302971325115085e-01,6.401181560527817727e-01,6.618437139770958488e-01,6.836948379496620154e-01,7.056596218881771021e-01,7.277264179402267441e-01,7.498838168438100027e-01,7.721206713015157375e-01,7.944261004238379886e-01,8.167894824674231113e-01,8.392004768038477946e-01,8.616490188228776992e-01,8.841253166588085577e-01,9.066198660426714184e-01,9.291234372380791084e-01,9.516270937898990701e-01,9.741221731608868950e-01,9.966003006688782806e-01,1.019053385684240753e+00,1.041473616284748438e+00,1.063853461986104865e+00,1.086185666974658126e+00
1.379310344827586361e-02,1.042163376240219652e-02,1.507119641943745376e-02,2.056679896691699858e-02,2.690275635018421138e-02,3.407253823380868712e-02,4.206878590453965588e-02,5.088333116981143267e-02,6.050721675180550235e-02,7.093071995416934394e-02,8.214337594898404871e-02,9.413400441030386756e-02,1.068907365902651979e-01,1.204010443931015223e-01,1.346517708695352533e-01,1.496291601008120642e-01,1.653188908539839630e-01,1.817061081869706940e-01,1.987754585268019791e-01,2.165111235003131518e-01,2.348968472300031196e-01,2.539160000714376086e-01,2.735515660056835330e-01,2.937862348861523532e-01,3.146023166313544617e-01,3.359819963971127921e-01,3.579071989847473212e-01,3.803595918776562779e-01,4.033207533165684144e-01,4.267721320078425307e-01,4.506950677442566611e-01,4.750708539392102248e-01,4.998808710514847098e-01,5.251062627363534130e-01,5.507283950831910468e-01,5.767286238024498246e-01,6.030884411115665644e-01,6.297893817101095637e-01,6.568131880805134770e-01,6.841417109593730395e-01,7.117570058470690242e-01,7.396413252512878955e-01,7.677771771845435245e-01,7.961471779269047033e-01,8.247344260203004485e-01,8.535221002022211900e-01,8.824937129823005044e-01,9.116331961659239758e-01,9.409246037108249805e-01,9.703524356076816959e-01,9.999015012724616902e-01,1.029556943536871438e+00,1.059304260491937821e+00,1.089129307218663190e+00,1.119018296584182615e+00,1.148957817123668068e+00,1.178934819952729418e+00,1.208936628224977827e+00,1.238950947261148183e+00,1.268965853918647468e+00,1.298969804889131829e+00,1.328951630244284976e+00,1.358900537801774444e+00,1.388806108014231100e+00,1.418658293996285735e+00,1.448447415314554787e+00
1.724137931034483082e-02,1.302748559459027990e-02,1.883962326370624760e-02,2.570933397173038454e-02,3.362950634317576903e-02,4.259197204060394260e-02,5.258752687360367106e-02,6.360595459908865990e-02,7.563605324858012346e-02,8.866566377838454305e-02,1.026816979052733309e-01,1.176701776160866963e-01,1.336162624002214805e-01,1.505042883070255577e-01,1.683178068901260982e-01,1.870396227352341956e-01,2.066518340199093307e-01,2.271358743866429830e-01,2.484725556491980958e-01,2.706421055460561109e-01,2.936242232648808570e-01,3.173981069940849942e-01,3.419425192714153350e-01,3.672357961368468149e-01,3.932559240136703216e-01,4.199805873088728325e-01,4.473871912972369191e-01,4.754528716337292904e-01,5.041546139124545300e-01,5.334692569857976130e-01,5.633735172827591953e-01,5.938440435406916462e-01,6.248574454943239820e-01,6.563903667085904114e-01,6.884194892394338572e-01,7.209214836775512669e-01,7.538732815537829701e-01,7.872518527983107806e-01,8.210343734388900749e-01,8.551981641387863542e-01,8.897209040078488673e-01,9.245803675356315532e-01,9.597547096242997622e-01,9.952223139067339908e-01,1.030962041731747103e+00,1.066952814166856500e+00,1.103174194024169052e+00,1.139605944833733897e+00,1.176228276544968532e+00,1.213021813413848182e+00,1.249967576499216415e+00,1.287047015191618016e+00,1.324242015954229856e+00,1.361534910504056839e+00,1.398908479391647086e+00,1.436345961081542777e+00,1.473831054106710559e+00,1.511347923757248468e+00,1.548881198082168398e+00,1.586415978322035514e+00,1.623937831499719930e+00,1.661432795101517090e+00,1.698887373905395570e+00,1.736288536167513774e+00,1.773623714221903347e+00,1.810880798043704054e+00
2.068965517241379629e-02,1.563363308252894296e-02,2.260846867920889708e-02,3.085242588535886885e-02,4.035696372233738005e-02,5.111227213670354458e-02,6.310729822654041754e-02,7.632977215713815378e-02,9.076624447700272491e-02,1.064021148685696805e-01,1.232216721321822001e-01,1.412081323441960190e-01,1.603436820774675753e-01,1.806095203860773324e-01,2.019859052340817751e-01,2.244522004396588000e-01,2.479869244827579422e-01,2.725677963983099139e-01,2.981718022262482837e-01,3.247752286996588578e-01,3.523536822909880684e-01,3.808822781319450290e-01,4.103355076969698589e-01,4.406873979211536896e-01,4.719115562890623394e-01,5.039812218627780505e-01,5.368692917722353020e-01,5.705483893072794688e-01,6.049909222680203147e-01,6.401691133954175994e-01,6.760550855036934204e-01,7.126207763853077415e-01,7.498382796689887497e-01,7.876794926983738954e-01,8.261165141157233993e-01,8.651214659595201084e-01,9.046666217747332261e-01,9.447243963421102508e-01,9.852674080623149422e-01,1.026268704294431400e+00,1.067701288780772195e+00,1.109538568785449764e+00,1.151754450258724916e+00,1.194323100695543927e+00,1.237218984437102653e+00,1.280417042601053934e+00,1.323892677149899999e+00,1.367621690245240051e+00,1.411580350565048603e+00,1.455745434826227314e+00,1.500094198210509377e+00,1.544604405500582756e+00,1.589254330207795274e+00,1.634022833467690283e+00,1.678889215190070505e+00,1.723833403906500195e+00,1.768835846441053405e+00,1.813877527560922465e+00,1.858940034003497166e+00,1.904005508917908429e+00,1.949056581922145481e+00,1.994076510146330472e+00,2.039049109412997662e+00,2.083958707922085818e+00,2.128790229689572655e+00,2.173529125123123684e+00
2.413793103448276176e-02,1.824013541139118955e-02,2.637781647276256705e-02,3.599618623346131224e-02,4.708527009476026759e-02,5.963361207137976572e-02,7.362830386345949052e-02,8.905502272431210786e-02,1.058980619740270412e-01,1.241403774356157619e-01,1.437636288940002671e-01,1.647482253693428045e-01,1.870733757921415052e-01,2.107171391437488162e-01,2.356564785191656020e-01,2.618673165266955927e-01,2.893245916605907131e-01,3.180023190665294264e-01,3.478736453679281970e-01,3.789109335598311312e-01,4.110857040626407777e-01,4.443689327073674922e-01,4.787309503185001036e-01,5.141414199901237492e-01,5.505696258256652653e-01,5.879843143028447017e-01,6.263539665286594893e-01,6.656466180407329958e-01,7.058301703726778120e-01,7.468722439765607124e-01,7.887403389711554746e-01,8.314018592854639511e-01,8.748241921970819623e-01,9.189746504228480939e-01,9.638207578655957342e-01,1.009330018404582585e+00,1.055470139790835704e+00,1.102209044464886656e+00,1.149514866177161032e+00,1.197356065165860572e+00,1.245701327124654645e+00,1.294519760907653749e+00,1.343780875590717905e+00,1.393454558842998292e+00,1.443511160565699170e+00,1.493921483265480354e+00,1.544656847700266455e+00,1.595689079784457176e+00,1.646990558745626609e+00,1.698534214463912617e+00,1.750293554476574309e+00,1.802242671320226641e+00,1.854356264973692880e+00,1.906609650791712074e+00,1.958978768589600072e+00,2.011440181415390160e+00,2.063971101242179529e+00,2.116549386349622974e+00,2.169153526411049082e+00,2.221762627243701882e+00,2.274356540595753540e+00,2.326915684693599218e+00,2.379421151815800162e+00,2.431854674462660348e+00,2.484198616828184214e+00,2.536435998198384389e+00
2.758620689655172722e-02,2.084705179920911741e-02,3.014775044492491382e-02,4.114072654763939463e-02,5.381456712755118554e-02,6.815616493476490956e-02,8.415075328280359479e-02,1.017819453371847371e-01,1.210317768951610223e-01,1.418807532579837716e-01,1.643078992469107491e-01,1.882908128894183741e-01,2.138057218419225081e-01,2.408275419457012179e-01,2.693299394137553815e-01,2.992853955906644714e-01,3.306652542266353412e-01,3.634398576756435739e-01,3.975784726774813649e-01,4.330495595996273761e-01,4.698206562220726412e-01,5.078585272554853036e-01,5.471292508353420292e-01,5.875982831710673260e-01,6.292304983544222408e-01,6.719902748596829900e-01,7.158415781324822813e-01,7.607479953771431047e-01,8.066728402925655850e-01,8.535791957244598382e-01,9.014299715855554895e-01,9.501879860708593029e-01,9.998160173231392944e-01,1.050276855462738856e+00,1.101533366752878162e+00,1.153548543361893497e+00,1.206285562567035230e+00,1.259707822394581456e+00,1.313778984054962962e+00,1.368463069044426605e+00,1.423724419964554011e+00,1.479527795989713068e+00,1.535838404175994487e+00,1.592621911837761361e+00,1.649844504109819976e+00,1.707472902682391824e+00,1.765474375820971220e+00,1.823816798968177277e+00,1.882468671681666095e+00,1.941399111369158881e+00,2.000577878877445315e+00,2.059975427532736880e+00,2.119562870690305800e+00,2.179312046450146312e+00,2.239195482369923162e+00,2.299186424947759377e+00,2.359258849359508581e+00,2.419387446677718767e+00,2.479547673110828132e+00,2.539715681863439212e+00,2.599868377112755091e+00,2.659983412788678780e+00,2.720039156758824017e+00,2.780014708453727224e+00,2.839889908627185822e+00,2.899645314794446982e+00
